ISBN,Month,Year,In-Person Sales,Online Sales,Wholesale Sales,Total Sales,Average Price,Total Revenue,Returns,Net Sales
9781559362108,Apr,2025,23,40,12,75,$12.69,$952.12,1,74
9781617521294,Apr,2025,53,85,30,168,$24.23,"$4,070.07",5,163
9780863566370,Apr,2025,34,54,15,103,$24.44,"$2,517.48",2,101
9780399171703,Apr,2025,32,41,16,89,$23.34,"$2,077.56",3,86
9780399544682,Apr,2025,88,117,21,226,$12.35,"$2,790.15",7,219
9781979014410,Apr,2025,20,28,6,54,$11.23,$606.67,2,52
9780440413141,Apr,2025,34,32,13,79,$19.30,"$1,524.88",2,77
9781922147257,Apr,2025,28,31,5,64,$15.02,$960.98,1,63
9780982223215,Apr,2025,23,37,10,70,$18.15,"$1,270.80",2,68
9780982223222,Apr,2025,74,80,20,174,$24.45,"$4,254.26",8,166
9780982223208,Apr,2025,50,64,29,143,$13.30,"$1,901.27",6,137
9781466490314,Apr,2025,74,107,27,208,$13.57,"$2,822.66",9,199
9780957453701,Apr,2025,43,48,22,113,$23.38,"$2,641.47",3,110
9780316762601,Apr,2025,54,59,22,135,$11.65,"$1,572.90",5,130
9780316737654,Apr,2025,54,62,24,140,$11.11,"$1,555.76",4,136
9780316737609,Apr,2025,59,101,28,188,$12.01,"$2,257.02",5,183
9780316737661,Apr,2025,37,61,17,115,$14.01,"$1,610.78",4,111
9780316796392,Apr,2025,27,32,7,66,$21.56,"$1,422.76",1,65
9780316780926,Apr,2025,35,48,9,92,$17.50,"$1,609.82",4,88
9780763630232,Apr,2025,41,51,11,103,$12.08,"$1,244.73",4,99
9780575004795,Apr,2025,59,72,33,164,$20.27,"$3,324.61",5,159
9780829423341,Apr,2025,74,84,28,186,$22.86,"$4,252.31",7,179
9780316161831,Apr,2025,45,45,15,105,$11.29,"$1,185.90",2,103
9780450004971,Apr,2025,58,92,25,175,$18.09,"$3,165.70",7,168
9780470601594,Apr,2025,28,36,12,76,$23.21,"$1,764.23",2,74
9781984806383,Apr,2025,58,64,16,138,$19.12,"$2,639.07",2,136
9780743291477,Apr,2025,29,45,9,83,$21.87,"$1,815.62",2,81
9781451640755,Apr,2025,53,51,18,122,$16.42,"$2,003.71",5,117
9781599900391,Apr,2025,58,104,27,189,$17.82,"$3,367.74",6,183
9781599900797,Apr,2025,59,67,29,155,$20.03,"$3,104.00",4,151
9781582349022,Apr,2025,57,60,16,133,$11.75,"$1,563.06",2,131
9781574091526,Apr,2025,51,69,23,143,$21.13,"$3,021.72",6,137
9780866119580,Apr,2025,41,63,18,122,$20.85,"$2,543.96",5,117
9781925530247,Apr,2025,42,44,16,102,$19.58,"$1,997.03",3,99
9780752863986,Apr,2025,21,23,7,51,$17.72,$903.93,1,50
9780910818117,Apr,2025,22,24,5,51,$13.43,$684.85,1,50
9781508647942,Apr,2025,65,86,20,171,$23.03,"$3,938.01",6,165
9781421523347,Apr,2025,77,70,23,170,$15.64,"$2,658.44",5,165
9781421523286,Apr,2025,41,44,18,103,$23.84,"$2,455.98",2,101
9781421593470,Apr,2025,29,44,12,85,$21.96,"$1,866.91",2,83
9781421518886,Apr,2025,55,54,11,120,$15.58,"$1,869.01",3,117
9781569319307,Apr,2025,33,39,16,88,$23.65,"$2,081.06",3,85
9780575077355,Apr,2025,17,27,5,49,$11.41,$558.88,1,48
9781591169208,Apr,2025,16,25,6,47,$15.06,$707.66,1,46
9781421513805,Apr,2025,26,38,10,74,$24.07,"$1,781.02",2,72
9781591169239,Apr,2025,66,87,24,177,$13.50,"$2,389.64",7,170
9781421501758,Apr,2025,51,52,19,122,$12.42,"$1,514.69",6,116
9781591169291,Apr,2025,28,39,16,83,$12.17,"$1,010.20",2,81
9781421503196,Apr,2025,53,56,18,127,$20.00,"$2,539.65",5,122
9780451529756,Apr,2025,35,54,16,105,$16.23,"$1,703.99",4,101
9780857209979,Apr,2025,61,74,28,163,$24.30,"$3,961.04",6,157
9780373621552,Apr,2025,53,82,29,164,$23.64,"$3,876.59",7,157
9780373621521,Apr,2025,22,23,9,54,$17.57,$948.62,2,52
9780373621514,Apr,2025,76,82,32,190,$18.77,"$3,566.42",4,186
9780373621682,Apr,2025,41,60,16,117,$22.84,"$2,672.84",4,113
9780373621651,Apr,2025,15,23,8,46,$21.46,$987.28,1,45
9780373621415,Apr,2025,75,81,36,192,$23.73,"$4,555.44",8,184
9780373621569,Apr,2025,39,43,21,103,$14.91,"$1,535.32",3,100
9780373621347,Apr,2025,43,48,18,109,$23.62,"$2,574.23",4,105
9780373621323,Apr,2025,74,83,37,194,$18.21,"$3,533.00",5,189
9780373621309,Apr,2025,24,28,7,59,$13.30,$784.85,1,58
9780373621477,Apr,2025,65,70,31,166,$13.43,"$2,229.14",5,161
9780373621354,Apr,2025,31,44,9,84,$23.69,"$1,990.37",1,83
9780373621484,Apr,2025,67,66,17,150,$16.30,"$2,445.08",4,146
9780373621590,Apr,2025,30,46,12,88,$16.66,"$1,466.47",2,86
9780373621330,Apr,2025,22,31,6,59,$18.35,"$1,082.90",1,58
9780373621392,Apr,2025,48,49,18,115,$15.00,"$1,724.98",3,112
9780373621675,Apr,2025,28,40,8,76,$11.01,$836.44,2,74
9780373621668,Apr,2025,86,84,27,197,$15.86,"$3,124.32",8,189
9780373621583,Apr,2025,73,107,18,198,$21.93,"$4,343.11",7,191
9780373621743,Apr,2025,66,61,26,153,$14.58,"$2,230.21",3,150
9780373621705,Apr,2025,24,37,10,71,$22.94,"$1,628.45",1,70
9780373621644,Apr,2025,33,40,13,86,$19.83,"$1,705.57",3,83
9780373621248,Apr,2025,33,50,15,98,$17.12,"$1,677.79",4,94
9780373621606,Apr,2025,75,91,29,195,$13.24,"$2,581.37",5,190
9780373621217,Apr,2025,56,46,15,117,$12.32,"$1,441.99",4,113
9780373621200,Apr,2025,57,66,26,149,$11.10,"$1,653.63",5,144
9780373621279,Apr,2025,43,47,14,104,$13.41,"$1,394.30",3,101
9780373621545,Apr,2025,69,69,23,161,$16.07,"$2,586.47",5,156
9780373621378,Apr,2025,42,53,11,106,$13.77,"$1,459.16",4,102
9780373621699,Apr,2025,84,101,29,214,$18.02,"$3,855.72",9,205
9780373621460,Apr,2025,71,69,27,167,$14.07,"$2,349.00",5,162
9780373621361,Apr,2025,37,39,9,85,$16.67,"$1,416.60",3,82
9780373621491,Apr,2025,89,83,19,191,$16.28,"$3,108.89",3,188
9780373621286,Apr,2025,19,27,7,53,$14.57,$772.37,2,51
9780373621576,Apr,2025,75,76,27,178,$11.02,"$1,961.24",4,174
9780373621316,Apr,2025,18,26,6,50,$22.16,"$1,108.04",1,49
9780373621507,Apr,2025,28,42,8,78,$23.17,"$1,807.28",1,77
9780373621293,Apr,2025,54,83,26,163,$22.90,"$3,732.13",5,158
9780373621385,Apr,2025,56,69,16,141,$18.11,"$2,553.52",6,135
9780373621712,Apr,2025,38,53,18,109,$22.44,"$2,446.11",3,106
9780373621453,Apr,2025,64,75,14,153,$15.15,"$2,318.39",7,146
9780373621224,Apr,2025,17,23,8,48,$24.23,"$1,162.96",1,47
9780373621255,Apr,2025,42,71,20,133,$16.55,"$2,201.31",5,128
9780373621620,Apr,2025,40,55,10,105,$12.27,"$1,288.18",3,102
9780373621637,Apr,2025,26,39,7,72,$20.25,"$1,458.31",3,69
9780373621736,Apr,2025,68,95,22,185,$15.85,"$2,932.23",7,178
9780373621613,Apr,2025,74,84,36,194,$19.06,"$3,697.96",5,189
9780373621194,Apr,2025,28,37,12,77,$19.05,"$1,466.85",3,74
9780373621446,Apr,2025,28,36,14,78,$20.98,"$1,636.17",2,76
9780373621262,Apr,2025,65,101,18,184,$14.05,"$2,584.58",7,177
9780755355181,Apr,2025,69,90,19,178,$19.93,"$3,547.84",4,174
9781847154538,Apr,2025,44,72,19,135,$22.39,"$3,022.32",3,132
9781480120204,Apr,2025,26,33,8,67,$15.46,"$1,036.15",2,65
9781526360687,Apr,2025,17,23,5,45,$18.85,$848.19,1,44
9781626722651,Apr,2025,33,46,12,91,$19.76,"$1,797.74",3,88
9781416911661,Apr,2025,25,33,13,71,$22.74,"$1,614.19",2,69
9781416911692,Apr,2025,54,55,18,127,$18.73,"$2,378.95",5,122
9781416911678,Apr,2025,78,84,31,193,$14.28,"$2,756.02",9,184
9781416911685,Apr,2025,54,67,21,142,$12.74,"$1,808.61",3,139
9781862304338,Apr,2025,58,63,14,135,$21.98,"$2,966.94",2,133
9780312354282,Apr,2025,64,69,21,154,$17.18,"$2,645.94",7,147
9780062024152,Apr,2025,38,55,13,106,$15.18,"$1,608.55",2,104
9780064472579,Apr,2025,37,69,21,127,$17.54,"$2,228.12",3,124
9780060874193,Apr,2025,36,56,19,111,$14.99,"$1,664.21",4,107
9780060874162,Apr,2025,79,111,36,226,$13.44,"$3,038.09",6,220
9781250018625,Apr,2025,62,61,25,148,$22.90,"$3,388.60",4,144
9780312577179,Apr,2025,35,57,20,112,$22.33,"$2,500.45",4,108
9780312590970,Apr,2025,51,60,20,131,$18.30,"$2,397.88",4,127
9780312590444,Apr,2025,23,40,7,70,$23.30,"$1,631.01",2,68
9780312664855,Apr,2025,64,63,23,150,$24.80,"$3,719.27",3,147
9780312648251,Apr,2025,84,104,32,220,$12.30,"$2,705.05",7,213
9780061956966,Apr,2025,62,71,18,151,$20.28,"$3,062.35",6,145
9780425244135,Apr,2025,47,58,15,120,$23.92,"$2,869.92",4,116
9780545676014,Apr,2025,73,84,25,182,$14.96,"$2,723.37",7,175
9781602862722,Apr,2025,17,26,6,49,$13.41,$657.17,1,48
9780440238331,Apr,2025,75,79,24,178,$20.00,"$3,559.12",6,172
9780425241790,Apr,2025,74,64,16,154,$18.06,"$2,781.70",5,149
9780425233030,Apr,2025,63,75,31,169,$15.95,"$2,696.04",6,163
9780425238103,Apr,2025,54,66,11,131,$17.79,"$2,330.51",3,128
9780425220412,Apr,2025,77,101,26,204,$24.33,"$4,963.30",6,198
9780425217962,Apr,2025,77,70,26,173,$22.34,"$3,865.11",6,167
9780425214497,Apr,2025,66,78,26,170,$11.77,"$2,000.46",7,163
9780425223222,Apr,2025,69,69,25,163,$12.23,"$1,992.99",6,157
9781937804251,Apr,2025,83,87,22,192,$12.05,"$2,314.14",7,185
9781250071491,Apr,2025,26,45,10,81,$22.93,"$1,857.13",2,79
9780615761732,Apr,2025,37,68,16,121,$13.57,"$1,642.09",3,118
9781478292845,Apr,2025,57,96,28,181,$20.56,"$3,720.53",4,177
9782475020981,Apr,2025,40,64,23,127,$22.11,"$2,807.95",2,125
9781490591759,Apr,2025,26,44,14,84,$20.55,"$1,725.96",3,81
2940012790736,Apr,2025,80,89,31,200,$24.29,"$4,858.34",5,195
9781495433160,Apr,2025,55,82,29,166,$13.56,"$2,251.13",7,159
9780802728470,Apr,2025,56,56,23,135,$11.16,"$1,507.07",6,129
9781408803400,Apr,2025,95,87,25,207,$22.62,"$4,683.09",7,200
9781408807064,Apr,2025,78,80,35,193,$20.59,"$3,973.16",4,189
9781408836699,Apr,2025,25,32,14,71,$13.19,$936.29,1,70
9780802721891,Apr,2025,24,29,6,59,$17.33,"$1,022.24",2,57
9780802720979,Apr,2025,24,42,10,76,$18.84,"$1,431.84",3,73
9780802798398,Apr,2025,65,82,14,161,$16.30,"$2,624.20",3,158
9780802734433,Apr,2025,69,65,22,156,$13.78,"$2,150.32",4,152
9781408814970,Apr,2025,41,61,17,119,$14.00,"$1,666.29",3,116
9780866119535,Apr,2025,87,105,27,219,$12.06,"$2,640.82",6,213
9780439228909,Apr,2025,89,93,31,213,$24.62,"$5,243.53",8,205
9780763652609,Apr,2025,70,77,23,170,$20.35,"$3,459.64",6,164
9781444794526,Apr,2025,30,53,11,94,$22.11,"$2,078.22",2,92
9780778319443,Apr,2025,51,75,18,144,$11.64,"$1,675.97",5,139
9780975526385,Apr,2025,30,46,14,90,$13.61,"$1,225.23",3,87
9781402286377,Apr,2025,47,46,17,110,$16.21,"$1,782.94",5,105
9781476792507,Apr,2025,36,49,13,98,$17.99,"$1,763.14",3,95
9781476792484,Apr,2025,29,38,10,77,$12.84,$988.56,1,76
9781476792491,Apr,2025,63,59,20,142,$21.86,"$3,104.32",4,138
9781501106408,Apr,2025,64,72,28,164,$18.86,"$3,093.29",8,156
9780061143380,Apr,2025,84,78,33,195,$16.85,"$3,286.12",6,189
9781853409127,Apr,2025,75,104,24,203,$18.02,"$3,657.13",5,198
9781760632014,Apr,2025,58,78,13,149,$14.81,"$2,206.28",4,145
9781250162748,Apr,2025,33,43,14,90,$23.60,"$2,124.13",3,87
9781250162717,Apr,2025,31,26,10,67,$16.18,"$1,083.98",2,65
9781250058669,Apr,2025,76,67,21,164,$24.73,"$4,056.11",4,160
9780615777856,Apr,2025,28,29,12,69,$15.83,"$1,092.01",2,67
9781780620008,Apr,2025,90,93,21,204,$23.65,"$4,823.83",7,197
9781409132882,Apr,2025,36,47,16,99,$17.27,"$1,709.66",2,97
9781409141976,Apr,2025,35,59,14,108,$17.60,"$1,901.21",4,104
9781440506604,Apr,2025,61,83,31,175,$18.46,"$3,229.97",5,170
9780984642861,Apr,2025,44,44,12,100,$19.65,"$1,965.07",2,98
9781469942285,Apr,2025,68,86,25,179,$12.87,"$2,303.90",8,171
9780767900560,Apr,2025,77,80,23,180,$17.15,"$3,086.57",8,172
9780747261391,Apr,2025,19,24,7,50,$19.32,$965.94,1,49
9780747264361,Apr,2025,22,26,8,56,$18.18,"$1,018.17",1,55
9780747250401,Apr,2025,40,53,18,111,$23.54,"$2,612.42",2,109
9780755301362,Apr,2025,67,76,29,172,$22.61,"$3,888.71",5,167
9780755333394,Apr,2025,79,106,34,219,$12.88,"$2,821.17",10,209
9780345513786,Apr,2025,37,39,11,87,$23.07,"$2,006.91",4,83
9780345419385,Apr,2025,29,28,12,69,$17.97,"$1,240.17",1,68
9781857232059,Apr,2025,35,36,12,83,$16.28,"$1,350.83",3,80
9780689860065,Apr,2025,32,35,10,77,$19.09,"$1,469.92",2,75
9780671876579,Apr,2025,59,91,29,179,$19.00,"$3,401.87",3,176
9780517193655,Apr,2025,56,57,24,137,$16.28,"$2,230.29",5,132
9780345419576,Apr,2025,44,65,21,130,$11.55,"$1,501.22",2,128
9780689860072,Apr,2025,65,70,17,152,$24.58,"$3,736.71",5,147
9780345434678,Apr,2025,34,50,15,99,$15.41,"$1,525.42",2,97
9781558006386,Apr,2025,44,70,18,132,$11.40,"$1,504.96",5,127
9780345387806,Apr,2025,56,48,18,122,$19.68,"$2,401.50",4,118
9780345419354,Apr,2025,79,114,23,216,$24.74,"$5,344.71",5,211
9780345462008,Apr,2025,84,83,20,187,$12.41,"$2,321.53",7,180
9780441011315,Apr,2025,33,36,11,80,$23.70,"$1,895.62",3,77
9781416924999,Apr,2025,48,59,13,120,$20.30,"$2,436.59",3,117
9780345387790,Apr,2025,23,32,10,65,$23.43,"$1,522.69",3,62
9781857232608,Apr,2025,41,64,15,120,$24.15,"$2,897.60",5,115
9780345419583,Apr,2025,61,51,23,135,$20.86,"$2,816.23",2,133
9780345334312,Apr,2025,96,103,33,232,$23.02,"$5,341.35",8,224
9780606255202,Apr,2025,26,35,9,70,$16.20,"$1,133.98",3,67
9780345916433,Apr,2025,50,58,14,122,$12.03,"$1,468.09",3,119
9780345419392,Apr,2025,45,64,18,127,$23.48,"$2,981.94",5,122
9780517086032,Apr,2025,66,84,33,183,$16.13,"$2,952.40",7,176
9780671319625,Apr,2025,61,92,32,185,$11.81,"$2,185.55",4,181
9780552137645,Apr,2025,79,96,37,212,$16.26,"$3,447.16",10,202
9781423346999,Apr,2025,35,49,21,105,$23.32,"$2,448.46",4,101
9780345327864,Apr,2025,52,56,12,120,$21.83,"$2,619.95",2,118
9780671721091,Apr,2025,22,24,8,54,$11.62,$627.25,1,53
9780345484260,Apr,2025,35,34,10,79,$13.79,"$1,089.12",1,78
9780345434692,Apr,2025,67,69,27,163,$21.59,"$3,519.76",6,157
9780893662134,Apr,2025,48,46,10,104,$17.38,"$1,807.03",3,101
9780345316004,Apr,2025,60,71,27,158,$12.65,"$1,999.26",7,151
9780345341679,Apr,2025,40,54,17,111,$14.18,"$1,573.99",4,107
9780517287774,Apr,2025,71,82,28,181,$18.93,"$3,427.15",5,176
9780345916440,Apr,2025,43,53,19,115,$23.83,"$2,740.45",3,112
9780345513762,Apr,2025,81,86,30,197,$21.49,"$4,233.19",4,193
9780345456359,Apr,2025,83,87,22,192,$19.56,"$3,755.99",9,183
9780552142748,Apr,2025,85,90,19,194,$11.31,"$2,194.90",6,188
9780345480286,Apr,2025,45,82,20,147,$14.48,"$2,128.79",4,143
9780552139137,Apr,2025,40,42,12,94,$24.91,"$2,341.51",2,92
9780345480309,Apr,2025,67,70,20,157,$21.35,"$3,351.53",3,154
9781574535327,Apr,2025,34,65,19,118,$15.70,"$1,852.94",3,115
9781857230338,Apr,2025,40,43,14,97,$21.40,"$2,075.63",4,93
9781560600763,Apr,2025,55,64,18,137,$14.19,"$1,943.62",2,135
9781620151747,Apr,2025,43,43,12,98,$16.40,"$1,607.61",4,94
9780062105622,Apr,2025,21,31,7,59,$23.19,"$1,368.27",1,58
9781594488030,Apr,2025,89,81,20,190,$17.88,"$3,396.26",5,185
9780979333002,Apr,2025,42,43,15,100,$21.99,"$2,199.30",3,97
9780679776598,Apr,2025,57,88,21,166,$15.32,"$2,543.41",6,160
9780307270825,Apr,2025,54,73,18,145,$14.13,"$2,048.85",5,140
9780997663310,Apr,2025,20,30,12,62,$22.39,"$1,387.90",2,60
9780394724553,Apr,2025,26,35,9,70,$15.31,"$1,071.81",3,67
9781929241897,Apr,2025,29,35,7,71,$15.77,"$1,119.90",2,69
9780679764083,Apr,2025,72,95,20,187,$16.87,"$3,154.72",7,180
9781569550205,Apr,2025,60,84,25,169,$18.06,"$3,051.54",3,166
9780825443930,Apr,2025,70,77,32,179,$13.67,"$2,446.90",6,173
9781502485281,Apr,2025,32,51,12,95,$18.30,"$1,738.71",2,93
9780679140252,Apr,2025,45,57,21,123,$20.68,"$2,543.83",3,120
9780743492829,Apr,2025,32,51,11,94,$24.33,"$2,286.65",2,92
9780978986117,Apr,2025,59,69,17,145,$16.32,"$2,366.22",4,141
9781419701597,Apr,2025,26,27,6,59,$13.97,$824.21,1,58
9781894959438,Apr,2025,41,64,21,126,$22.97,"$2,893.65",2,124
9780399537226,Apr,2025,42,55,10,107,$15.74,"$1,684.40",4,103
9780679729778,Apr,2025,45,62,14,121,$16.81,"$2,034.55",2,119
9781565847040,Apr,2025,39,43,13,95,$19.98,"$1,898.04",1,94
9780141014081,Apr,2025,30,35,12,77,$20.42,"$1,572.25",1,76
9780143039839,Apr,2025,32,33,9,74,$11.76,$869.98,2,72
9780867196023,Apr,2025,36,47,11,94,$21.23,"$1,995.47",4,90
9781401226190,Apr,2025,58,95,31,184,$12.74,"$2,344.42",6,178
9780615473833,Apr,2025,57,77,14,148,$22.58,"$3,342.07",4,144
9781301086177,Apr,2025,25,42,9,76,$23.93,"$1,818.73",3,73
9780871355683,Apr,2025,71,75,18,164,$16.63,"$2,727.44",5,159
9781579548148,Apr,2025,25,36,8,69,$23.43,"$1,616.51",3,66
9780679423966,Apr,2025,57,59,19,135,$11.38,"$1,536.40",5,130
9780819567802,Apr,2025,46,72,24,142,$23.71,"$3,366.63",5,137
9780851512280,Apr,2025,32,41,9,82,$18.24,"$1,496.01",1,81
9780375759239,Apr,2025,80,97,25,202,$19.02,"$3,841.09",6,196
9788846201287,Apr,2025,34,48,13,95,$12.75,"$1,211.14",3,92
9780451457998,Apr,2025,66,77,18,161,$22.23,"$3,578.86",4,157
9780451450029,Apr,2025,29,37,8,74,$20.67,"$1,529.59",3,71
9780586203194,Apr,2025,58,80,26,164,$22.42,"$3,677.35",3,161
9781857230215,Apr,2025,31,36,14,81,$16.66,"$1,349.43",2,79
9780575600522,Apr,2025,65,76,17,158,$21.67,"$3,423.60",4,154
9780345413970,Apr,2025,21,35,12,68,$22.36,"$1,520.44",3,65
9780446677943,Apr,2025,53,53,19,125,$16.43,"$2,053.17",4,121
9780425075654,Apr,2025,50,83,16,149,$16.59,"$2,472.12",5,144
9781857232523,Apr,2025,47,79,28,154,$18.12,"$2,790.02",5,149
9780007115860,Apr,2025,61,56,18,135,$16.20,"$2,187.25",4,131
9780575073173,Apr,2025,82,84,34,200,$21.99,"$4,398.14",4,196
9781857231588,Apr,2025,65,91,26,182,$21.44,"$3,902.68",3,179
9780345438201,Apr,2025,39,54,20,113,$13.58,"$1,535.03",5,108
9780743479752,Apr,2025,59,66,31,156,$16.61,"$2,590.52",5,151
9780812576405,Apr,2025,29,37,11,77,$18.78,"$1,445.79",1,76
9780312878603,Apr,2025,38,56,19,113,$18.51,"$2,091.71",4,109
9781556432996,Apr,2025,60,78,24,162,$13.18,"$2,135.61",5,157
9780886464165,Apr,2025,86,108,31,225,$21.09,"$4,745.87",9,216
9781840224115,Apr,2025,49,73,17,139,$20.47,"$2,844.91",6,133
9781601362605,Apr,2025,69,70,18,157,$24.50,"$3,845.95",3,154
9780582416390,Apr,2025,76,89,33,198,$23.06,"$4,565.01",7,191
9781593080341,Apr,2025,34,59,16,109,$13.33,"$1,452.96",3,106
9780553212419,Apr,2025,55,81,24,160,$21.71,"$3,473.05",6,154
9780192123176,Apr,2025,30,29,10,69,$11.49,$793.02,1,68
9781934757178,Apr,2025,95,110,20,225,$12.22,"$2,749.33",10,215
9781420925531,Apr,2025,42,76,13,131,$24.67,"$3,231.33",6,125
9780785813255,Apr,2025,61,109,26,196,$24.32,"$4,767.20",8,188
9780140439076,Apr,2025,83,74,32,189,$18.39,"$3,476.60",4,185
9780451529992,Apr,2025,75,74,25,174,$23.54,"$4,096.07",5,169
9780553212426,Apr,2025,39,33,13,85,$11.81,"$1,003.68",3,82
9781419922060,Apr,2025,57,81,23,161,$14.80,"$2,382.41",7,154
9780007174270,Apr,2025,52,49,20,121,$16.83,"$2,036.05",5,116
9780006512080,Apr,2025,35,60,11,106,$12.49,"$1,324.22",3,103
9780006479284,Apr,2025,60,94,18,172,$24.66,"$4,241.92",5,167
9780007173624,Apr,2025,51,62,22,135,$16.76,"$2,262.44",5,130
9780006476269,Apr,2025,75,70,20,165,$15.08,"$2,488.76",7,158
9780006472643,Apr,2025,35,60,19,114,$18.10,"$2,063.80",2,112
9780007278442,Apr,2025,68,96,27,191,$15.35,"$2,931.13",9,182
9781566491600,Apr,2025,88,94,28,210,$24.48,"$5,141.08",7,203
9780006479277,Apr,2025,48,86,16,150,$22.56,"$3,384.43",5,145
9780765316899,Apr,2025,59,82,28,169,$17.06,"$2,883.73",5,164
9780765365279,Apr,2025,42,50,19,111,$18.78,"$2,085.09",4,107
9780765378552,Apr,2025,35,33,13,81,$18.17,"$1,471.81",3,78
9780765325945,Apr,2025,62,86,23,171,$23.26,"$3,976.83",6,165
9780765326362,Apr,2025,61,75,29,165,$11.49,"$1,896.45",6,159
9781473217904,Apr,2025,38,61,19,118,$12.14,"$1,432.83",5,113
9780765316882,Apr,2025,69,93,25,187,$16.86,"$3,152.41",4,183
9780765325952,Apr,2025,49,58,20,127,$14.73,"$1,871.06",4,123
9780765311788,Apr,2025,29,28,9,66,$18.92,"$1,249.04",1,65
9780765326355,Apr,2025,53,96,18,167,$15.38,"$2,568.19",4,163
9780765376862,Apr,2025,35,40,12,87,$19.88,"$1,729.69",1,86
9780385743600,Apr,2025,70,74,26,170,$17.51,"$2,975.92",5,165
9780765330420,Apr,2025,32,40,15,87,$23.80,"$2,070.76",2,85
9781616960926,Apr,2025,20,28,5,53,$12.23,$648.18,2,51
9781596064850,Apr,2025,82,71,24,177,$16.08,"$2,846.41",5,172
9780385743587,Apr,2025,36,40,12,88,$17.44,"$1,534.77",3,85
9780439925501,Apr,2025,44,57,11,112,$24.29,"$2,720.36",4,108
9780765326379,Apr,2025,55,58,18,131,$11.21,"$1,469.08",5,126
9780983943020,Apr,2025,25,35,6,66,$20.22,"$1,334.43",2,64
9780765365439,Apr,2025,23,24,5,52,$13.82,$718.68,1,51
9780575097360,Apr,2025,63,73,25,161,$23.18,"$3,732.72",6,155
9780439925556,Apr,2025,27,37,12,76,$18.22,"$1,384.75",2,74
9780575102484,Apr,2025,79,96,35,210,$21.83,"$4,583.37",6,204
9780385743563,Apr,2025,63,83,24,170,$20.26,"$3,444.80",7,163
9780765302304,Apr,2025,26,29,8,63,$11.61,$731.36,1,62
9780439925532,Apr,2025,56,53,14,123,$20.13,"$2,476.21",3,120
9780765350374,Apr,2025,44,44,11,99,$19.55,"$1,935.47",2,97
9781250038821,Apr,2025,22,30,8,60,$12.91,$774.61,2,58
9781250058904,Apr,2025,48,83,30,161,$11.29,"$1,817.92",6,155
9780525538882,Apr,2025,60,96,35,191,$15.30,"$2,922.98",5,186
9780988178533,Apr,2025,45,62,20,127,$11.64,"$1,478.06",3,124
9780425105726,Apr,2025,67,73,27,167,$15.23,"$2,543.23",6,161
9780399160349,Apr,2025,45,77,26,148,$23.38,"$3,459.65",3,145
9781481479790,Apr,2025,39,52,21,112,$18.35,"$2,055.50",4,108
9780595481248,Apr,2025,59,76,23,158,$23.19,"$3,664.30",5,153
9781907211973,Apr,2025,43,65,15,123,$24.50,"$3,014.09",4,119
9780982903391,Apr,2025,81,93,31,205,$20.69,"$4,241.51",9,196
9780312331924,Apr,2025,56,59,21,136,$22.59,"$3,072.69",2,134
9781423426127,Apr,2025,44,78,14,136,$16.44,"$2,235.70",5,131
9780985723576,Apr,2025,44,67,18,129,$16.92,"$2,182.78",5,124
9781940215372,Apr,2025,79,91,29,199,$15.74,"$3,131.47",4,195
9781567921052,Apr,2025,29,26,11,66,$13.66,$901.65,3,63
9780802130709,Apr,2025,25,31,12,68,$13.22,$898.93,2,66
9780515129496,Apr,2025,65,84,34,183,$16.31,"$2,984.23",7,176
9780140150742,Apr,2025,17,27,8,52,$14.07,$731.72,2,50
9780922915705,Apr,2025,42,44,15,101,$23.47,"$2,370.51",2,99
9780452281035,Apr,2025,22,29,10,61,$18.14,"$1,106.77",2,59
9780099543886,Apr,2025,30,34,7,71,$11.64,$826.62,1,70
9781595143426,Apr,2025,63,62,23,148,$12.24,"$1,810.80",6,142
9780434021864,Apr,2025,39,52,12,103,$13.13,"$1,351.99",2,101
9780099543855,Apr,2025,65,77,20,162,$23.38,"$3,787.19",4,158
9781481457231,Apr,2025,54,68,21,143,$17.56,"$2,511.08",4,139
9781452150130,Apr,2025,59,70,24,153,$23.01,"$3,520.20",3,150
9781616554606,Apr,2025,62,80,29,171,$24.00,"$4,104.50",7,164
9780061173905,Apr,2025,52,72,22,146,$24.02,"$3,507.47",5,141
9780761375272,Apr,2025,30,44,8,82,$24.93,"$2,044.41",3,79
9781595143372,Apr,2025,62,103,33,198,$15.85,"$3,137.68",8,190
9781595143396,Apr,2025,75,80,27,182,$19.81,"$3,605.18",8,174
9780553522631,Apr,2025,59,88,23,170,$17.92,"$3,046.27",7,163
9781595146380,Apr,2025,55,46,11,112,$23.14,"$2,591.67",4,108
9781576737163,Apr,2025,73,88,29,190,$19.13,"$3,635.60",6,184
9780062517760,Apr,2025,22,31,11,64,$12.54,$802.41,3,61
9780785127611,Apr,2025,56,62,23,141,$14.38,"$2,027.69",3,138
9781582404882,Apr,2025,46,67,16,129,$24.30,"$3,134.55",5,124
9781563896637,Apr,2025,55,75,25,155,$17.50,"$2,713.08",4,151
9781563895500,Apr,2025,57,91,29,177,$22.54,"$3,988.86",4,173
9780060012236,Apr,2025,18,30,5,53,$16.76,$888.11,1,52
9780970344120,Apr,2025,70,81,19,170,$12.61,"$2,144.13",4,166
9780991206445,Apr,2025,24,40,8,72,$24.89,"$1,791.99",1,71
9781400096428,Apr,2025,33,49,13,95,$22.64,"$2,150.75",4,91
